Class_70,Class_60,Class_50,Class_40,Class_30,Class_20,Class_sum,Class_100,Class_111,Class_122,Class_112,Class_123,Class_200,Class_121,Class_115,Class_126,Class_116,Class_113,Class_124,Class_114,Class_125,Class_0,Class_90,Class_80,name,system:index,id
0.0,0.4526974605728568,4.445287374332848E-4,0.006955166852344799,0.10113112379540116,0.4179241941155001,167458.24000000002,0.0,0.0,0.0,0.0,0.0,0.01728836992434651,0.0,0.0,0.001641663019986356,0.001917492982130948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Somaliland,0000000000000000001b,-99
0.0,0.001116030106366661,0.04344054627293548,0.4631313371733233,0.17935291410799575,0.09816833542258402,3781.2599999999993,0.0,0.05129242633407912,0.0,0.0,0.0,0.12969486361688964,0.018723917424350617,0.0,0.008684935709260936,0.0019385072700634184,0.0,0.0,0.0,0.0,0.0,0.0,0.004456186562151241,Northern Cyprus,00000000000000000057,-99
0.00749091454858044,0.5515332568799426,0.0014663659121819282,0.06309851472386979,0.3562528241724556,0.004944021692097344,652292.8500000002,0.0,0.001408585116332334,0.0,0.0,0.0,0.0,1.50392572906479E-5,0.0,0.011700557502661569,0.0010557527956959818,0.0,0.0,1.2417735377599183E-6,0.0,0.0,1.1076313346068407E-4,9.221624918930198E-4,Afghanistan,00000000000000000031,AFG
0.0,0.01384315636523653,0.0011031680246824348,0.040333003657305196,0.1842466417368631,0.13142053930515385,1245050.59,0.0,0.0,4.0183106133864004E-5,0.026020035057370636,0.0,0.012953497736987538,0.0,0.0,0.1236773840651728,0.005413314169025052,0.0,0.15595014496559534,0.2910188733776673,0.0,0.0,0.013489853452460914,4.902049803454171E-4,Angola,00000000000000000032,AGO
0.0,4.2230156372813474E-4,0.017277656879642705,0.15702478782208912,0.13736385489260272,0.1523478148419804,29694.420000000002,0.0,0.035787531798903635,0.0,0.0,0.0,0.046033901318833635,1.7713765751275828E-4,0.018278518320950534,0.20482333044390155,0.052757386741347355,0.0,0.002045165387975249,0.15267986375891496,1.5120685973997808E-4,0.0,0.0022088325011904593,0.020620709210686722,Albania,00000000000000000033,ALB
0.0,0.9262025789849921,0.01890811664672224,0.0032217632456340824,1.4731844813072381E-4,9.740011053256932E-4,80030.70999999999,0.0,0.0,0.0,0.0,0.0,0.04540394556039801,0.0,0.0,0.003655971563915902,2.2866222228941867E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0014634382226522795,United Arab Emirates,00000000000000000034,ARE
0.0015231425474165122,0.18347289918543944,0.002985564106742548,0.15300894206426177,0.21015964954547897,0.2688277747704801,2784374.98,0.0,0.0,7.376736304389577E-4,0.020273461874018132,0.0,0.0061292678330272885,0.0,2.2116274008467063E-5,0.03197533401194404,0.02995340088855417,0.0,3.984556706510845E-4,0.04941695389031257,0.0,6.392817105402951E-7,0.0301525981963823,0.010962126229133118,Argentina,00000000000000000035,ARG
0.0,0.0023982004244769363,0.02700724906615423,0.1395697483897074,0.6491519015051509,8.66899352740753E-4,28642.31,0.0,9.583724217774334E-4,0.0,0.0,0.0,0.0,1.626963746988284E-4,2.3706188502254182E-4,0.020650219901956233,0.017544674294775804,0.0,0.0016419765025935409,0.09316148034149481,0.0,0.0,1.06136690790652E-4,0.046543382848659894,Armenia,00000000000000000036,ARM
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,French Southern and Antarctic Lands,00000000000000000037,ATF
0.0,0.012695654739388678,0.0015131420185419402,0.047723211722950416,0.5249827180630775,0.1583691892629431,7687361.699999999,0.0,0.0,6.904644541442614E-4,0.04397845492296792,0.0,0.008478327486528962,0.0,0.0,0.030465868413606715,9.324135223141641E-4,0.0,0.11002588183147413,0.05700089147620048,5.165621386073197E-6,2.9021660318129692E-5,0.001315812940088405,0.0017937818640691777,Australia,00000000000000000038,AUS
0.0050606158514562285,0.00946351736367031,0.03684928033992408,0.23449584773748505,0.16349337519699994,4.95401347374132E-4,85082.52999999998,0.0,0.3193009187667551,0.0,0.0,0.0,0.0,0.0016771950716557209,0.10561521854133865,0.05195520161424443,0.004012809680201095,0.0,4.8494091560276836E-4,0.04665904974852065,0.01124273102833214,0.0,0.0015926888868960528,0.00760120790954383,Austria,00000000000000000039,AUT
